2.17143	-8.8077	
9.4888	-13.4983	
-0.106249	2.34426	
-14.9449	2.42433	
0.474736	8.08542	
7.02232	9.15354	
-6.88617	-4.57704	
6.79172	-1.45135	
-7.64979	-3.87881	
-4.89522	2.3922	
3.46207	-4.47543	
1.08843	-13.9483	
0.742656	-4.0242	
14.5703	1.91215	
-8.03586	-4.11986	
0.53537	15.0391	
-4.9294	8.02705	
-4.78798	-13.9575	
10.2317	-1.2589	
-0.590962	10.8451	
2.96267	1.35847	
9.66708	-13.9963	
0.0843892	10.9514	
-14.9877	2.53076	
-9.17823	-0.894242	
10.5626	8.0597	
-1.74582	6.85088	
6.78263	-1.19521	
5.71717	16.2125	
4.38136	13.3345	
-8.24747	9.05625	
-5.88922	-14.0932	
11.7898	3.16534	
2.31677	12.9744	
6.59355	-12.1188	
1.16834	-13.251	
11.71	0.52127	
7.01203	-12.2721	
-5.33992	10.8565	
13.0037	2.28386	
-9.99358	-3.39351	
-2.64965	-11.1643	
-2.79423	8.70438	
-1.75037	10.0815	
-1.27157	-4.3023	
0.51533	8.7657	
-1.77892	-8.43158	
13.23	-5.26006	
-3.82821	-4.93599	
3.7557	-3.49343	
1.83092	-5.9073	
10.8401	-13.1473	
-3.60997	14.9146	
-11.3095	0.809714	
-5.91453	15.307	
-4.02992	-10.4212	
13.236	-10.52	
0.701631	10.7094	
2.63593	3.9649	
-14.9593	1.4943	
1.51775	0.0194341	
-11.3474	3.69542	
13.1753	-1.02063	
10.352	-13.2538	
-2.2775	1.98796	
1.19945	-14.4426	
14.4454	0.332494	
-12.804	-1.46937	
15.3785	-10.1619	
7.42447	-11.4047	
-8.7536	-5.19228	
3.44434	13.809	
-8.83295	-3.18588	
14.3022	0.895715	
-0.0208422	-5.25791	
7.80543	-12.3361	
-11.1537	6.51996	
-14.5379	0.265665	
-13.1138	1.16837	
3.84351	13.62	
3.24398	-6.64852	
7.53436	-12.1147	
-7.90396	3.61683	
14.5799	1.46573	
-3.65682	12.9427	
-3.18345	-12.2817	
-4.45622	-6.16537	
0.700936	12.3966	
13.2644	-11.3071	
-3.9809	2.38795	
14.1487	2.43818	
-1.06014	16.922	
1.61724	3.54091	
14.3611	1.02577	
-4.09478	-10.6029	
7.59665	-11.4856	
-2.98789	10.9373	
-4.0193	-11.1926	
-0.0195422	-5.12884	
-13.0515	0.54932	
-5.49786	-2.83905	
-2.46915	16.8601	
-8.38008	-3.81707	
-0.629159	14.5989	
-6.83597	-4.30511	
-14.6319	-0.374523	
11.7291	-0.782704	
6.16538	-2.73779	
15.125	-10.2484	
-5.53516	-1.45683	
3.34289	3.15756	
7.38022	-0.449773	
-9.69587	-3.41972	
-15.876	0.489548	
12.4915	-12.8153	
-4.32285	3.65063	
1.96903	6.47546	
9.86992	9.63856	
9.42137	-10.7933	
9.42204	-14.3779	
7.09131	15.3159	
13.3851	-11.8364	
-14.0297	6.31275	
1.06698	16.0519	
-9.82398	-2.5092	
-2.55184	-11.1964	
11.4039	-0.930576	
-4.76304	1.65507	
-10.3462	-4.27597	
14.4418	-0.689119	
-0.225384	-5.12627	
-4.95454	2.61243	
-7.40683	-5.78844	
-0.966059	9.48158	
-4.65854	-4.40924	
5.78501	-2.4883	
-0.0237831	-4.25462	
-12.4497	1.89553	
3.42266	-7.76124	
-5.16503	5.8535	
-3.79888	9.39839	
4.23014	13.4299	
-2.88348	6.26939	
8.73383	9.64815	
-2.80064	-5.53374	
1.42673	-14.6501	
-5.63641	-11.3295	
12.6505	1.42494	
-4.40847	8.07208	
1.5076	-3.40861	
-11.1315	-4.4872	
13.9205	2.44472	
-11.0123	-2.53294	
-0.906099	10.3797	
-5.67056	15.5242	
14.5339	0.881861	
12.2429	-14.2201	
5.97181	-2.42868	
-0.00474555	0.69559	
9.37281	9.68206	
-3.10949	-3.18312	
10.5877	8.02265	
0.899646	5.93449	
-11.2477	3.73207	
2.46549	1.04959	
14.1566	0.607908	
-4.66	5.91326	
1.65256	10.5321	
-12.1336	1.88222	
7.39744	-11.4645	
1.7896	6.27054	
9.53593	9.66372	
-5.60178	15.6045	
1.40807	-13.6524	
-10.3289	-2.99373	
1.71265	-14.6933	
-0.204512	5.60545	
-13.0603	1.11882	
-10.1488	-10.2776	
7.37733	-0.647138	
-10.5004	-1.43891	
7.6224	0.384438	
3.02629	-6.53247	
0.641754	9.33703	
-7.56186	-4.3502	
-1.13976	16.8144	
10.4389	4.43841	
10.2569	9.65574	
-1.8148	-8.11184	
8.8473	9.68692	
-14.5898	7.12806	
1.41906	-14.6377	
9.10906	-11.2229	
-1.16305	16.9681	
2.12277	4.00326	
1.42541	11.7403	
4.06465	4.74863	
-5.53292	-13.1899	
-9.32499	6.68303	
8.62413	9.54848	
-7.17567	-4.50229	
-14.9584	2.72193	
-4.12191	-14.5869	
7.5174	0.0895989	
12.3083	1.49756	
-15.8826	0.949165	
13.823	-11.7625	
7.75254	0.723064	
-11.3845	-2.89881	
13.6569	-11.4524	
9.57442	-10.2383	
-11.5098	-2.79994	
-7.18838	-2.91459	
-13.37	-7.43639	
-3.99111	14.5992	
5.97018	-3.58828	
9.2955	-8.90654	
-3.40237	5.42293	
10.6754	4.10821	
9.50389	-4.36503	
-9.35342	3.71927	
14.508	4.03511	
2.21096	0.746248	
-1.02199	15.4586	
-1.97336	11.385	
-3.4347	-12.9009	
0.439132	5.40666	
-1.22389	8.9874	
-4.88187	-4.35792	
13.7249	-10.7957	
0.961254	14.2546	
-11.6831	-2.32582	
11.2197	3.10157	
-12.938	-7.86799	
8.98047	-10.4204	
6.00645	-3.21573	
13.2306	-5.15891	
-2.75166	5.03235	
12.4615	3.58702	
9.65129	-5.10309	
-7.92331	-6.25309	
13.7077	5.49338	
6.25486	-4.335	
-1.30958	14.6378	
7.2869	-7.40065	
-4.07275	-12.5889	
15.6719	-10.0322	
-1.34168	8.93294	
-6.5851	-4.54929	
14.0447	-10.9434	
-7.84037	9.35648	
-11.5928	-2.82997	
-10.9727	7.59364	
-12.2858	-8.75112	
2.32401	-6.23736	
5.6328	-2.74305	
-15.7271	-0.964632	
-4.25412	4.58786	
-2.61555	10.5151	
10.0822	-5.18826	
-1.10458	-0.878766	
14.2994	2.86637	
-9.10438	-0.784414	
-1.1853	14.9283	
1.19237	2.52137	
-4.13835	-12.0978	
0.163473	-6.99238	
-1.30739	8.54481	
-7.06945	9.8895	
-12.9023	-1.35195	
-9.86339	-2.3552	
-4.04462	5.76948	
-5.96247	15.3713	
9.66085	-5.13095	
-16.5445	-1.16026	
-3.64199	4.72377	
-10.5499	-2.38456	
-12.361	-8.87168	
3.13545	-8.00094	
6.87981	-1.70228	
-0.0559727	9.06721	
6.84966	-3.17111	
0.828082	2.00787	
13.1341	-11.5911	
-3.96884	-6.89373	
-1.49575	8.89317	
11.6852	0.59465	
10.2748	-5.58978	
-3.79463	12.5855	
-3.92509	5.40932	
-12.3464	-1.69005	
5.21232	-3.45138	
-5.5453	-0.461473	
10.9145	-12.2531	
1.89082	0.3082	
-5.39155	-12.5714	
10.608	-10.766	
-4.23932	4.39717	
0.569445	-4.14396	
14.4987	4.25983	
-13.6304	-0.0979886	
-0.433313	14.6805	
14.3726	0.22724	
9.45133	-13.0838	
-0.401488	5.11385	
0.865745	14.4411	
11.6096	-8.29646	
0.00432764	13.7205	
-12.9143	-7.25482	
-14.0267	-0.386776	
-9.74888	-3.32756	
14.2563	3.28218	
-2.37533	-7.28248	
-1.44352	9.23802	
-0.658889	2.70125	
-14.0557	1.03991	
-3.97467	-6.8126	
-12.486	-8.39802	
-16.9154	0.24191	
0.889468	10.8855	
8.16382	-10.9285	
5.66392	-3.20025	
1.84727	3.27989	
13.9365	5.07978	
-4.61174	11.1963	
-12.5245	-7.69203	
9.48878	-11.3089	
5.29645	-3.38266	
3.32595	-10.203	
-4.08747	4.49439	
1.77142	-5.73558	
13.4921	2.50044	
0.344965	-6.87279	
-1.43563	-9.41694	
1.5524	4.36045	
10.1938	-5.35238	
-2.231	6.53621	
-0.341966	15.091	
-2.52036	5.27422	
-12.7808	-8.08875	
-1.20482	1.15378	
6.77097	-2.91489	
-2.31662	7.2762	
-5.61173	-12.8718	
1.59289	4.98156	
-14.0319	1.26306	
3.44128	8.73113	
-12.278	-8.78876	
-1.22987	-10.9301	
-1.13171	15.1106	
1.40769	6.00532	
-14.17	1.6266	
3.24572	-6.59241	
0.244868	13.8211	
-1.22487	6.58261	
-15.4386	1.11398	
-0.643065	-5.02709	
-13.5566	1.22663	
-7.32776	-4.39906	
10.0053	-12.4936	
-11.8127	6.93725	
6.83511	-1.71748	
0.334414	7.15974	
-5.08508	5.8972	
-1.47219	7.73324	
-12.345	-7.071	
-8.90876	-3.1144	
14.3907	3.71156	
-7.7303	-6.52009	
-3.2745	4.72059	
-10.2732	-3.9078	
-2.28264	15.3177	
-1.83834	6.81512	
-4.68582	5.30705	
1.91927	5.52525	
-12.7292	-8.16436	
-2.45699	-4.16418	
-0.552633	15.5161	
-13.1539	6.63502	
-5.02306	5.81705	
2.0575	1.48788	
-12.9727	-7.86511	
-8.4059	-4.74543	
1.06165	9.63722	
-3.8064	7.06069	
-12.9224	-8.08649	
-4.02883	-7.07223	
0.115175	14.3945	
-5.33226	-1.80909	
0.624863	10.3927	
-13.5419	3.61684	
-12.9548	-9.38064	
-8.87366	6.56849	
-5.35789	-13.313	
-6.33939	-3.65367	
14.4392	2.98367	
9.64464	-1.91468	
-15.3756	1.35446	
-8.2798	-3.76781	
9.17319	-13.4852	
-12.0783	7.15964	
12.8808	1.59944	
-2.82492	3.94407	
9.92171	-4.82013	
1.3738	-3.82482	
6.87273	-3.00835	
-6.63672	-4.23019	
9.8519	-4.83583	
-10.0399	-3.08165	
0.934649	10.8788	
-13.5246	5.49644	
0.988009	14.4967	
-2.42507	7.96874	
-4.43332	4.52761	
10.2079	1.78311	
-6.69507	-13.8099	
-12.6561	0.719892	
1.96851	-13.5959	
-1.41253	-0.589896	
0.869908	10.4598	
3.40319	8.7691	
14.1544	2.32042	
-3.39997	10.8387	
0.663958	10.8336	
-1.28068	-2.06493	
8.02687	-1.37891	
-3.59003	16.7493	
9.22066	-13.2367	
1.01612	5.19299	
13.2133	-11.7058	
10.5782	-1.07196	
13.473	2.67817	
-8.05742	4.86662	
4.9624	-3.36938	
1.55416	2.69176	
12.7944	-12.3082	
-1.22531	1.08501	
10.2232	-5.57711	
2.17206	4.20849	
-6.1651	-13.6114	
13.5459	-10.3461	
-0.899449	9.25548	
-2.36063	5.88594	
-15.1248	1.41248	
-5.867	-4.66279	
-4.25233	-12.3039	
4.01949	4.98342	
-15.4682	1.20193	
-9.04186	0.812869	
14.322	2.66786	
-10.6703	-3.11729	
7.43629	-10.8944	
6.3175	-5.82775	
10.3431	-15.0723	
-9.06787	-3.34023	
-13.9423	0.86547	
-5.83661	-9.60045	
-7.88491	1.77096	
13.0362	-11.4374	
1.11058	5.32762	
2.71999	5.75277	
-3.77619	3.70411	
12.5653	-12.732	
1.59292	-14.1062	
14.4407	-10.4727	
15.8871	1.81097	
-12.1547	-0.74583	
2.5279	16.8322	
-0.338088	0.112639	
-6.74921	-11.5198	
-5.94504	-3.15882	
1.76887	11.9437	
-12.6606	-3.1656	
9.84933	-15.3843	
9.23167	-3.44316	
-15.6569	2.39128	
6.07756	7.44575	
-7.95077	2.22779	
-5.11911	10.4925	
2.88268	-3.1761	
-0.543438	-8.63317	
-4.0299	1.70879	
-0.321915	7.49864	
2.61978	16.8949	
-8.69686	-3.56199	
-6.92791	-12.0021	
0.221053	-3.9368	
4.71273	12.0784	
9.85784	4.95859	
12.167	-14.512	
2.19644	-5.20217	
-16.4488	4.11525	
-14.0843	0.25556	
-8.99711	2.07409	
13.1407	-9.41331	
6.12308	-6.02695	
4.47023	-8.68153	
5.62183	12.2969	
10.5251	-0.658076	
-5.1692	-11.1707	
-4.83969	12.569	
4.9993	12.01	
-2.43997	-4.12754	
-6.27676	-13.1783	
4.77071	-6.12927	
-0.860644	15.7918	
13.2685	6.1	
-15.442	2.32486	
-15.7109	2.86685	
6.38041	2.24889	
-13.2928	-1.10861	
5.33949	12.9963	
-0.560829	-8.24485	
1.64302	-14.5456	
1.97847	-7.69209	
-9.20811	2.06407	
-10.3173	5.83754	
-2.18592	-11.2957	
-7.26013	9.6944	
9.06539	-15.2795	
1.7102	5.45666	
-0.894875	16.8948	
-2.67559	13.8055	
1.59335	-13.8174	
13.5931	-11.8368	
2.93444	12.0062	
13.6626	-10.9681	
4.64288	-14.8449	
11.2876	0.48344	
4.60406	12.005	
4.01197	15.5623	
-3.89715	1.02089	
-2.29373	-5.1268	
-16.4624	4.23048	
10.5911	4.37803	
-16.3679	3.83158	
11.7953	3.57122	
10.362	-5.5954	
-13.263	-0.99957	
-3.64706	-10.1858	
-6.32845	-7.25715	
-4.58732	2.89129	
6.93668	-11.6963	
12.7442	-4.81514	
4.91521	-6.1123	
-3.69768	-11.2533	
1.50488	-5.77277	
13.3427	0.756693	
-7.80459	3.26201	
5.3525	-0.79584	
1.87411	5.65095	
-7.66068	2.05199	
-9.54433	-1.58581	
-15.7562	1.85862	
7.19731	-7.46816	
-7.87101	1.75077	
-10.1753	-4.4191	
5.26109	-0.792584	
-6.15107	-2.19971	
-4.29631	-14.7727	
-3.63326	9.6506	
5.12519	-0.707087	
-3.89089	14.7759	
-7.86634	1.83328	
-2.50577	5.05593	
15.5893	0.687036	
0.808167	6.08697	
2.47648	15.4248	
-8.69359	4.54382	
